Trade number,Instrument,Account,Strategy,Market pos.,Qty,Entry price,Exit price,Entry time,Exit time,Entry name,Exit name,Profit,Cum. net profit,Commission,Clearing Fee,Exchange Fee,IP Fee,NFA Fee,MAE,MFE,ETD,Bars,
1,MNQ DEC25,Backtest,FluxTrade_MegaBands,Short,3,23860.25,23702.25,8/19/2025 10:33:00 AM,8/19/2025 1:06:00 PM,Sell short,Profit target,$942.78,$942.78,$5.22,$0.00,$0.00,$0.00,$0.00,$216.00,$948.00,$5.22,154,
2,MNQ DEC25,Backtest,FluxTrade_MegaBands,Short,3,23518.75,23344.00,8/20/2025 9:48:00 AM,8/20/2025 10:09:00 AM,Sell short,Profit target,$1043.28,$1986.06,$5.22,$0.00,$0.00,$0.00,$0.00,$93.00,$1048.50,$5.22,22,
3,MNQ DEC25,Backtest,FluxTrade_MegaBands,Short,3,23320.25,23320.25,8/20/2025 10:41:00 AM,8/20/2025 10:48:00 AM,Sell short,Stop loss,($5.22),$1980.84,$5.22,$0.00,$0.00,$0.00,$0.00,$42.00,$246.00,$251.22,8,
4,MNQ DEC25,Backtest,FluxTrade_MegaBands,Long,3,23552.50,23507.50,8/22/2025 9:45:00 AM,8/22/2025 9:58:00 AM,Buy,Stop loss,($275.22),$1705.62,$5.22,$0.00,$0.00,$0.00,$0.00,$270.00,$166.50,$441.72,14,
5,MNQ DEC25,Backtest,FluxTrade_MegaBands,Long,3,23718.00,23718.00,8/22/2025 10:03:00 AM,8/22/2025 10:05:00 AM,Buy,Stop loss,($5.22),$1700.40,$5.22,$0.00,$0.00,$0.00,$0.00,$15.00,$309.00,$314.22,3,
6,MNQ DEC25,Backtest,FluxTrade_MegaBands,Long,3,23798.00,23798.00,8/22/2025 10:10:00 AM,8/22/2025 10:20:00 AM,Buy,Stop loss,($5.22),$1695.18,$5.22,$0.00,$0.00,$0.00,$0.00,$117.00,$436.50,$441.72,11,
7,MNQ DEC25,Backtest,FluxTrade_MegaBands,Long,3,23858.00,23858.00,8/22/2025 10:46:00 AM,8/22/2025 10:48:00 AM,Buy,Stop loss,($5.22),$1689.96,$5.22,$0.00,$0.00,$0.00,$0.00,$21.00,$126.00,$131.22,3,
8,MNQ DEC25,Backtest,FluxTrade_MegaBands,Long,3,23784.75,23784.75,8/25/2025 10:09:00 AM,8/25/2025 10:56:00 AM,Buy,Stop loss,($5.22),$1684.74,$5.22,$0.00,$0.00,$0.00,$0.00,$175.50,$165.00,$170.22,48,
9,MNQ DEC25,Backtest,FluxTrade_MegaBands,Long,3,23819.50,23819.50,8/27/2025 10:20:00 AM,8/27/2025 11:33:00 AM,Buy,Stop loss,($5.22),$1679.52,$5.22,$0.00,$0.00,$0.00,$0.00,$3.00,$202.50,$207.72,74,
10,MNQ DEC25,Backtest,FluxTrade_MegaBands,Short,3,23855.75,23855.75,8/28/2025 9:52:00 AM,8/28/2025 10:02:00 AM,Sell short,Stop loss,($5.22),$1674.30,$5.22,$0.00,$0.00,$0.00,$0.00,$93.00,$276.00,$281.22,11,
11,MNQ DEC25,Backtest,FluxTrade_MegaBands,Short,3,23829.00,23690.50,8/29/2025 9:45:00 AM,8/29/2025 10:07:00 AM,Sell short,Profit target,$825.78,$2500.08,$5.22,$0.00,$0.00,$0.00,$0.00,$79.50,$831.00,$5.22,23,
12,MNQ DEC25,Backtest,FluxTrade_MegaBands,Short,3,23664.00,23717.50,8/29/2025 10:54:00 AM,8/29/2025 11:11:00 AM,Sell short,Stop loss,($326.22),$2173.86,$5.22,$0.00,$0.00,$0.00,$0.00,$321.00,$79.50,$405.72,18,
13,MNQ DEC25,Backtest,FluxTrade_MegaBands,Long,3,23459.75,23459.75,9/2/2025 9:52:00 AM,9/2/2025 10:00:00 AM,Buy,Stop loss,($5.22),$2168.64,$5.22,$0.00,$0.00,$0.00,$0.00,$37.50,$231.00,$236.22,9,
14,MNQ DEC25,Backtest,FluxTrade_MegaBands,Long,3,23491.75,23420.75,9/2/2025 10:02:00 AM,9/2/2025 10:43:00 AM,Buy,Stop loss,($431.22),$1737.42,$5.22,$0.00,$0.00,$0.00,$0.00,$426.00,$78.00,$509.22,42,
15,MNQ DEC25,Backtest,FluxTrade_MegaBands,Long,3,23755.75,23912.25,9/4/2025 10:38:00 AM,9/4/2025 3:58:00 PM,Buy,Profit target,$933.78,$2671.20,$5.22,$0.00,$0.00,$0.00,$0.00,$165.00,$939.00,$5.22,321,
16,MNQ DEC25,Backtest,FluxTrade_MegaBands,Short,3,24025.50,23794.00,9/5/2025 10:09:00 AM,9/5/2025 10:59:00 AM,Sell short,Profit target,$1383.78,$4054.98,$5.22,$0.00,$0.00,$0.00,$0.00,$109.50,$1389.00,$5.22,51,
17,MNQ DEC25,Backtest,FluxTrade_MegaBands,Short,3,24165.75,24207.00,9/10/2025 9:42:00 AM,9/10/2025 10:04:00 AM,Sell short,Stop loss,($252.72),$3802.26,$5.22,$0.00,$0.00,$0.00,$0.00,$247.50,$205.50,$458.22,23,
18,MNQ DEC25,Backtest,FluxTrade_MegaBands,Short,3,24152.00,24192.50,9/11/2025 9:44:00 AM,9/11/2025 9:48:00 AM,Sell short,Stop loss,($248.22),$3554.04,$5.22,$0.00,$0.00,$0.00,$0.00,$243.00,$30.00,$278.22,5,
19,MNQ DEC25,Backtest,FluxTrade_MegaBands,Long,3,24321.75,24351.75,9/12/2025 10:37:00 AM,9/12/2025 5:00:00 PM,Buy,Exit on session close,$174.78,$3728.82,$5.22,$0.00,$0.00,$0.00,$0.00,$79.50,$447.00,$272.22,384,
20,MNQ DEC25,Backtest,FluxTrade_MegaBands,Long,3,24470.75,24538.00,9/15/2025 9:51:00 AM,9/15/2025 5:00:00 PM,Buy,Exit on session close,$398.28,$4127.10,$5.22,$0.00,$0.00,$0.00,$0.00,$15.00,$520.50,$122.22,430,
21,MNQ DEC25,Backtest,FluxTrade_MegaBands,Short,3,24552.75,24552.75,9/16/2025 9:47:00 AM,9/16/2025 10:09:00 AM,Sell short,Stop loss,($5.22),$4121.88,$5.22,$0.00,$0.00,$0.00,$0.00,$79.50,$175.50,$180.72,23,
22,MNQ DEC25,Backtest,FluxTrade_MegaBands,Short,3,24472.50,24499.75,9/17/2025 9:43:00 AM,9/17/2025 9:49:00 AM,Sell short,Stop loss,($168.72),$3953.16,$5.22,$0.00,$0.00,$0.00,$0.00,$163.50,$63.00,$231.72,7,
23,MNQ DEC25,Backtest,FluxTrade_MegaBands,Short,3,24438.75,24438.75,9/17/2025 10:30:00 AM,9/17/2025 11:17:00 AM,Sell short,Stop loss,($5.22),$3947.94,$5.22,$0.00,$0.00,$0.00,$0.00,$126.00,$211.50,$216.72,48,
24,MNQ DEC25,Backtest,FluxTrade_MegaBands,Short,3,24624.75,24671.50,9/18/2025 9:46:00 AM,9/18/2025 9:51:00 AM,Sell short,Stop loss,($285.72),$3662.22,$5.22,$0.00,$0.00,$0.00,$0.00,$280.50,$156.00,$441.72,6,
25,MNQ DEC25,Backtest,FluxTrade_MegaBands,Long,3,24749.25,24749.25,9/18/2025 10:11:00 AM,9/18/2025 10:53:00 AM,Buy,Stop loss,($5.22),$3657.00,$5.22,$0.00,$0.00,$0.00,$0.00,$37.50,$358.50,$363.72,43,
26,MNQ DEC25,Backtest,FluxTrade_MegaBands,Long,3,24802.75,24760.50,9/19/2025 9:53:00 AM,9/19/2025 10:21:00 AM,Buy,Stop loss,($258.72),$3398.28,$5.22,$0.00,$0.00,$0.00,$0.00,$253.50,$79.50,$338.22,29,
27,MNQ DEC25,Backtest,FluxTrade_MegaBands,Long,3,24859.00,24859.00,9/22/2025 9:50:00 AM,9/22/2025 9:58:00 AM,Buy,Stop loss,($5.22),$3393.06,$5.22,$0.00,$0.00,$0.00,$0.00,$22.50,$129.00,$134.22,9,
28,MNQ DEC25,Backtest,FluxTrade_MegaBands,Long,3,24880.00,24981.00,9/22/2025 10:04:00 AM,9/22/2025 12:35:00 PM,Buy,Profit target,$600.78,$3993.84,$5.22,$0.00,$0.00,$0.00,$0.00,$151.50,$606.00,$5.22,152,
29,MNQ DEC25,Backtest,FluxTrade_MegaBands,Short,3,24736.50,24636.25,9/24/2025 11:49:00 AM,9/24/2025 12:13:00 PM,Sell short,Profit target,$596.28,$4590.12,$5.22,$0.00,$0.00,$0.00,$0.00,$12.00,$601.50,$5.22,25,
30,MNQ DEC25,Backtest,FluxTrade_MegaBands,Short,3,24427.75,24475.00,9/25/2025 9:46:00 AM,9/25/2025 9:48:00 AM,Sell short,Stop loss,($288.72),$4301.40,$5.22,$0.00,$0.00,$0.00,$0.00,$283.50,$19.50,$308.22,3,
31,MNQ DEC25,Backtest,FluxTrade_MegaBands,Long,3,24580.50,24580.50,9/25/2025 10:12:00 AM,9/25/2025 1:22:00 PM,Buy,Stop loss,($5.22),$4296.18,$5.22,$0.00,$0.00,$0.00,$0.00,$115.50,$699.00,$704.22,191,
32,MNQ DEC25,Backtest,FluxTrade_MegaBands,Long,3,24947.25,24947.25,9/29/2025 9:51:00 AM,9/29/2025 10:14:00 AM,Buy,Stop loss,($5.22),$4290.96,$5.22,$0.00,$0.00,$0.00,$0.00,$166.50,$166.50,$171.72,24,
33,MNQ DEC25,Backtest,FluxTrade_MegaBands,Short,3,24884.25,24785.50,9/29/2025 11:17:00 AM,9/29/2025 3:16:00 PM,Sell short,Profit target,$587.28,$4878.24,$5.22,$0.00,$0.00,$0.00,$0.00,$63.00,$592.50,$5.22,240,
34,MNQ DEC25,Backtest,FluxTrade_MegaBands,Long,3,24851.50,24808.75,9/30/2025 11:02:00 AM,9/30/2025 11:20:00 AM,Buy,Stop loss,($261.72),$4616.52,$5.22,$0.00,$0.00,$0.00,$0.00,$256.50,$75.00,$336.72,19,
35,MNQ DEC25,Backtest,FluxTrade_MegaBands,Short,3,24794.50,24794.50,9/30/2025 11:22:00 AM,9/30/2025 11:50:00 AM,Sell short,Stop loss,($5.22),$4611.30,$5.22,$0.00,$0.00,$0.00,$0.00,$79.50,$234.00,$239.22,29,
36,MNQ DEC25,Backtest,FluxTrade_MegaBands,Short,3,25048.25,25048.25,10/7/2025 11:34:00 AM,10/7/2025 11:42:00 AM,Sell short,Stop loss,($5.22),$4606.08,$5.22,$0.00,$0.00,$0.00,$0.00,$130.50,$256.50,$261.72,9,
37,MNQ DEC25,Backtest,FluxTrade_MegaBands,Long,3,25153.00,25268.00,10/8/2025 9:49:00 AM,10/8/2025 12:15:00 PM,Buy,Profit target,$684.78,$5290.86,$5.22,$0.00,$0.00,$0.00,$0.00,$61.50,$690.00,$5.22,147,
38,MNQ DEC25,Backtest,FluxTrade_MegaBands,Short,3,25207.50,25246.25,10/9/2025 10:44:00 AM,10/9/2025 10:56:00 AM,Sell short,Stop loss,($237.72),$5053.14,$5.22,$0.00,$0.00,$0.00,$0.00,$232.50,$84.00,$321.72,13,
39,MNQ DEC25,Backtest,FluxTrade_MegaBands,Long,3,25384.50,25351.25,10/10/2025 9:47:00 AM,10/10/2025 9:50:00 AM,Buy,Stop loss,($204.72),$4848.42,$5.22,$0.00,$0.00,$0.00,$0.00,$199.50,$21.00,$225.72,4,
40,MNQ DEC25,Backtest,FluxTrade_MegaBands,Short,3,25029.50,24697.50,10/10/2025 11:06:00 AM,10/10/2025 11:34:00 AM,Sell short,Buy to cover,$1986.78,$6835.20,$5.22,$0.00,$0.00,$0.00,$0.00,$427.50,$2016.00,$29.22,29,
41,MNQ DEC25,Backtest,FluxTrade_MegaBands,Long,3,24617.50,24862.00,10/14/2025 10:15:00 AM,10/14/2025 12:21:00 PM,Buy,Profit target,$1461.78,$8296.98,$5.22,$0.00,$0.00,$0.00,$0.00,$91.50,$1467.00,$5.22,127,
42,MNQ DEC25,Backtest,FluxTrade_MegaBands,Long,3,25038.75,25038.75,10/15/2025 10:06:00 AM,10/15/2025 11:33:00 AM,Buy,Stop loss,($5.22),$8291.76,$5.22,$0.00,$0.00,$0.00,$0.00,$9.00,$474.00,$479.22,88,
43,MNQ DEC25,Backtest,FluxTrade_MegaBands,Short,3,24974.25,24974.25,10/15/2025 11:38:00 AM,10/15/2025 12:09:00 PM,Sell short,Stop loss,($5.22),$8286.54,$5.22,$0.00,$0.00,$0.00,$0.00,$192.00,$586.50,$591.72,32,
44,MNQ DEC25,Backtest,FluxTrade_MegaBands,Short,3,24969.00,24744.50,10/16/2025 11:48:00 AM,10/16/2025 12:47:00 PM,Sell short,Profit target,$1341.78,$9628.32,$5.22,$0.00,$0.00,$0.00,$0.00,$300.00,$1347.00,$5.22,60,
45,MNQ DEC25,Backtest,FluxTrade_MegaBands,Long,3,24886.25,24798.75,10/17/2025 9:58:00 AM,10/17/2025 10:01:00 AM,Buy,Stop loss,($530.22),$9098.10,$5.22,$0.00,$0.00,$0.00,$0.00,$525.00,$22.50,$552.72,4,
46,MNQ DEC25,Backtest,FluxTrade_MegaBands,Long,3,25220.25,25220.25,10/20/2025 9:51:00 AM,10/20/2025 10:16:00 AM,Buy,Stop loss,($5.22),$9092.88,$5.22,$0.00,$0.00,$0.00,$0.00,$109.50,$196.50,$201.72,26,
47,MNQ DEC25,Backtest,FluxTrade_MegaBands,Short,3,25139.25,25139.25,10/22/2025 10:30:00 AM,10/22/2025 10:57:00 AM,Sell short,Stop loss,($5.22),$9087.66,$5.22,$0.00,$0.00,$0.00,$0.00,$18.00,$532.50,$537.72,28,
48,MNQ DEC25,Backtest,FluxTrade_MegaBands,Long,3,25078.75,25219.00,10/23/2025 9:42:00 AM,10/23/2025 12:07:00 PM,Buy,Profit target,$836.28,$9923.94,$5.22,$0.00,$0.00,$0.00,$0.00,$133.50,$841.50,$5.22,146,
49,MNQ DEC25,Backtest,FluxTrade_MegaBands,Long,3,26319.00,26285.75,10/29/2025 10:02:00 AM,10/29/2025 10:05:00 AM,Buy,Stop loss,($204.72),$9719.22,$5.22,$0.00,$0.00,$0.00,$0.00,$199.50,$45.00,$249.72,4,
50,MNQ DEC25,Backtest,FluxTrade_MegaBands,Short,3,26164.00,26019.50,11/3/2025 9:44:00 AM,11/3/2025 10:33:00 AM,Sell short,Profit target,$861.78,$10581.00,$5.22,$0.00,$0.00,$0.00,$0.00,$111.00,$867.00,$5.22,50,
51,MNQ DEC25,Backtest,FluxTrade_MegaBands,Long,3,25874.75,25813.25,11/4/2025 10:01:00 AM,11/4/2025 10:52:00 AM,Buy,Stop loss,($374.22),$10206.78,$5.22,$0.00,$0.00,$0.00,$0.00,$369.00,$114.00,$488.22,52,
52,MNQ DEC25,Backtest,FluxTrade_MegaBands,Short,3,25762.00,25762.00,11/4/2025 11:21:00 AM,11/4/2025 11:55:00 AM,Sell short,Stop loss,($5.22),$10201.56,$5.22,$0.00,$0.00,$0.00,$0.00,$205.50,$189.00,$194.22,35,
53,MNQ DEC25,Backtest,FluxTrade_MegaBands,Short,3,25729.75,25554.25,11/4/2025 11:58:00 AM,11/4/2025 3:55:00 PM,Sell short,Profit target,$1047.78,$11249.34,$5.22,$0.00,$0.00,$0.00,$0.00,$168.00,$1053.00,$5.22,238,
54,MNQ DEC25,Backtest,FluxTrade_MegaBands,Long,3,25638.25,25638.25,11/5/2025 9:54:00 AM,11/5/2025 10:16:00 AM,Buy,Stop loss,($5.22),$11244.12,$5.22,$0.00,$0.00,$0.00,$0.00,$6.00,$471.00,$476.22,23,
55,MNQ DEC25,Backtest,FluxTrade_MegaBands,Short,3,25568.50,25331.25,11/6/2025 9:53:00 AM,11/6/2025 10:45:00 AM,Sell short,Profit target,$1418.28,$12662.40,$5.22,$0.00,$0.00,$0.00,$0.00,$102.00,$1423.50,$5.22,53,
56,MNQ DEC25,Backtest,FluxTrade_MegaBands,Short,3,25325.50,25325.50,11/6/2025 10:46:00 AM,11/6/2025 11:02:00 AM,Sell short,Stop loss,($5.22),$12657.18,$5.22,$0.00,$0.00,$0.00,$0.00,$232.50,$210.00,$215.22,17,
57,MNQ DEC25,Backtest,FluxTrade_MegaBands,Long,3,25613.75,25613.75,11/10/2025 9:42:00 AM,11/10/2025 9:49:00 AM,Buy,Stop loss,($5.22),$12651.96,$5.22,$0.00,$0.00,$0.00,$0.00,$22.50,$202.50,$207.72,8,
58,MNQ DEC25,Backtest,FluxTrade_MegaBands,Long,3,25651.25,25603.50,11/10/2025 10:00:00 AM,11/10/2025 10:49:00 AM,Buy,Stop loss,($291.72),$12360.24,$5.22,$0.00,$0.00,$0.00,$0.00,$286.50,$91.50,$383.22,50,
59,MNQ DEC25,Backtest,FluxTrade_MegaBands,Short,3,25539.75,25539.75,11/10/2025 10:57:00 AM,11/10/2025 12:04:00 PM,Sell short,Stop loss,($5.22),$12355.02,$5.22,$0.00,$0.00,$0.00,$0.00,$51.00,$525.00,$530.22,68,
60,MNQ DEC25,Backtest,FluxTrade_MegaBands,Short,3,25664.00,25525.25,11/12/2025 9:42:00 AM,11/12/2025 11:11:00 AM,Sell short,Profit target,$827.28,$13182.30,$5.22,$0.00,$0.00,$0.00,$0.00,$33.00,$832.50,$5.22,90,
61,MNQ DEC25,Backtest,FluxTrade_MegaBands,Short,3,25308.25,25377.00,11/13/2025 9:45:00 AM,11/13/2025 9:53:00 AM,Sell short,Stop loss,($417.72),$12764.58,$5.22,$0.00,$0.00,$0.00,$0.00,$412.50,$165.00,$582.72,9,
62,MNQ DEC25,Backtest,FluxTrade_MegaBands,Short,3,25294.00,25040.25,11/13/2025 10:39:00 AM,11/13/2025 1:36:00 PM,Sell short,Profit target,$1517.28,$14281.86,$5.22,$0.00,$0.00,$0.00,$0.00,$250.50,$1522.50,$5.22,178,
63,MNQ DEC25,Backtest,FluxTrade_MegaBands,Long,3,24835.25,25122.00,11/14/2025 9:43:00 AM,11/14/2025 10:46:00 AM,Buy,Profit target,$1715.28,$15997.14,$5.22,$0.00,$0.00,$0.00,$0.00,$340.50,$1720.50,$5.22,64,
64,MNQ DEC25,Backtest,FluxTrade_MegaBands,Long,3,25192.25,25192.25,11/17/2025 9:45:00 AM,11/17/2025 10:00:00 AM,Buy,Stop loss,($5.22),$15991.92,$5.22,$0.00,$0.00,$0.00,$0.00,$277.50,$375.00,$380.22,16,
65,MNQ DEC25,Backtest,FluxTrade_MegaBands,Short,3,25084.00,25084.00,11/17/2025 10:10:00 AM,11/17/2025 11:32:00 AM,Sell short,Stop loss,($5.22),$15986.70,$5.22,$0.00,$0.00,$0.00,$0.00,$436.50,$843.00,$848.22,83,
66,MNQ DEC25,Backtest,FluxTrade_MegaBands,Long,3,24699.25,24951.25,11/19/2025 9:43:00 AM,11/19/2025 10:14:00 AM,Buy,Profit target,$1506.78,$17493.48,$5.22,$0.00,$0.00,$0.00,$0.00,$4.50,$1512.00,$5.22,32,
67,MNQ DEC25,Backtest,FluxTrade_MegaBands,Long,3,24948.00,24973.75,11/19/2025 10:15:00 AM,11/19/2025 10:17:00 AM,Buy,Sell,$149.28,$17642.76,$5.22,$0.00,$0.00,$0.00,$0.00,$66.00,$156.00,$6.72,3,
